x, y, sigmaxx, sigmaxy, sigmayx, sigmayy,
4.07642,18.4544,0.00871315,-0.0010316,-0.0010316,0.00383253,
3.86669,18.2787,0.010992,-0.00141173,-0.00141173,0.00396467,
3.58627,18.1332,0.00872531,-0.000975201,-0.000975201,0.00380994,
3.41332,17.9828,0.0109969,-0.00128886,-0.00128886,0.00391932,
3.18064,17.8165,0.00873951,-0.000885738,-0.000885738,0.00377706,
2.96287,17.6325,0.011004,-0.00115079,-0.00115079,0.00387323,
2.81549,17.5128,0.00875431,-0.000787433,-0.000787433,0.00374465,
2.64111,17.2966,0.01101,-0.00101128,-0.00101128,0.00383188,
2.48634,17.1038,0.0087668,-0.000690308,-0.000690308,0.00371641,
2.30341,16.9383,0.0110053,-0.000880597,-0.000880597,0.003798,
2.16543,16.7695,0.00877198,-0.000601332,-0.000601332,0.00369384,
1.96243,16.5702,0.0109947,-0.00075588,-0.00075588,0.00377004,
1.82685,16.3426,0.00877324,-0.000515834,-0.000515834,0.00367517,
1.65212,16.1641,0.0109706,-0.000629345,-0.000629345,0.00374613,
1.46132,15.999,0.00876741,-0.000427671,-0.000427671,0.00365901,
1.30143,15.7641,0.0109402,-0.000488888,-0.000488888,0.00372472,
1.14882,15.541,0.00875821,-0.000327077,-0.000327077,0.00364432,
0.967038,15.3457,0.0108975,-0.000348906,-0.000348906,0.00370858,
0.766079,15.1222,0.00874187,-0.00022854,-0.00022854,0.00363363,
0.609213,14.9404,0.010841,-0.00018914,-0.00018914,0.00369676,
0.551238,14.734,0.00871776,-0.000112467,-0.000112467,0.00362597,
0.414873,14.4879,0.0107905,-5.67533e-05,-5.67533e-05,0.00369193,
0.256425,14.2614,0.0086953,-2.22725e-05,-2.22725e-05,0.00362336,
0.0981451,14.0033,0.0107178,7.71366e-05,7.71366e-05,0.00369214,
0.140408,13.7582,0.00866053,7.32295e-05,7.32295e-05,0.00362423,
0.0157517,13.5115,0.0106393,0.000166919,0.000166919,0.00369513,
-0.142673,13.2726,0.00862317,0.000131008,0.000131008,0.00362655,
-0.278724,13.0533,0.0105357,0.000275027,0.000275027,0.0037022,
-0.236626,12.8422,0.0085716,0.000212204,0.000212204,0.00363228,
-0.374087,12.6129,0.0104424,0.000349603,0.000349603,0.00370932,
-0.483844,12.3832,0.00852633,0.00026241,0.00026241,0.00363732,
-0.623884,12.1699,0.0103263,0.000445698,0.000445698,0.00372129,
-0.67986,11.9615,0.00846691,0.000337367,0.000337367,0.00364687,
-0.826529,11.7251,0.0102034,0.000549885,0.000549885,0.00373788,
-1.02865,11.4767,0.00840285,0.000417833,0.000417833,0.00365993,
-1.13691,11.2481,0.0100304,0.000707998,0.000707998,0.00377115,
-1.30909,11.0226,0.0083061,0.000547573,0.000547573,0.00368792,
-1.41225,10.7686,0.0098423,0.000887916,0.000887916,0.00382069,
-1.52582,10.5116,0.00819795,0.000690279,0.000690279,0.00372824,
-1.63769,10.2399,0.00963238,0.00105916,0.00105916,0.00388093,
-1.69915,10.0356,0.00807639,0.000823293,0.000823293,0.00377581,
-1.78888,9.80475,0.00941545,0.00120478,0.00120478,0.00394451,
-1.83395,9.59459,0.00795062,0.000935838,0.000935838,0.00382507,
-1.96315,9.33192,0.00920124,0.0013181,0.0013181,0.00400489,
-2.03596,9.0353,0.00782674,0.00102451,0.00102451,0.00387151,
-2.11477,8.8146,0.00891632,0.00142665,0.00142665,0.00407835,
-2.20145,8.56637,0.0076547,0.00112174,0.00112174,0.00393355,
-2.34404,8.30107,0.00862175,0.00152775,0.00152775,0.00416142,
-2.36493,8.08168,0.00747396,0.00121442,0.00121442,0.00400393,
-2.412,7.87557,0.00830287,0.00161635,0.00161635,0.00425369,
-2.53031,7.62253,0.00727387,0.00130078,0.00130078,0.00408386,
-2.69591,7.37982,0.00796378,0.00169408,0.00169408,0.00435779,
-2.80264,7.12659,0.00705474,0.00138211,0.00138211,0.00417631,
-2.85877,6.89363,0.0075526,0.00177343,0.00177343,0.00450052,
-2.87545,6.70383,0.00677084,0.0014751,0.0014751,0.0043111,
-2.91423,6.4941,0.00719313,0.00181974,0.00181974,0.0046284,
-2.96877,6.26481,0.00653062,0.00153101,0.00153101,0.00442348,
-3.10022,6.005,0.00683478,0.00182544,0.00182544,0.00473869,
-3.19659,5.72047,0.0062864,0.00155827,0.00155827,0.00452645,
-3.3037,5.4697,0.00636114,0.00178816,0.00178816,0.00487403,
-3.41224,5.20207,0.00593433,0.00156713,0.00156713,0.00467637,
-3.47819,4.9557,0.00585818,0.00172108,0.00172108,0.00504003,
-3.60929,4.65975,0.00554514,0.0015498,0.0015498,0.00486138,
-3.71294,4.40444,0.00534241,0.00160012,0.00160012,0.00521436,
-3.86219,4.118,0.0051322,0.00148292,0.00148292,0.0050624,
-3.93617,3.8823,0.00485489,0.00142895,0.00142895,0.00539767,
-3.99302,3.66446,0.00472114,0.00136165,0.00136165,0.00528031,
-4.07521,3.47932,0.0044799,0.00124802,0.00124802,0.00555793,
-4.16604,3.23684,0.00440541,0.00122172,0.00122172,0.00546137,
-4.28359,2.97598,0.00419914,0.00106141,0.00106141,0.00568879,
-4.38066,2.69187,0.00415852,0.00106558,0.00106558,0.00561317,
-4.46583,2.44446,0.00395505,0.000816641,0.000816641,0.00575967,
-4.57397,2.16844,0.00392469,0.000841765,0.000841765,0.00572882,
-4.67443,1.9468,0.00377883,0.000559401,0.000559401,0.00581786,
-4.79985,1.65669,0.00374936,0.000594838,0.000594838,0.00582546,
-4.92129,1.40601,0.00367735,0.000317472,0.000317472,0.00591023,
-4.97281,1.19508,0.00364307,0.000350759,0.000350759,0.00593069,
-5.0638,0.996561,0.00363764,0.000101762,0.000101762,0.00602433,
-5.11697,0.779917,0.0035985,0.000132868,0.000132868,0.00603181,
-5.21987,0.453192,0.00364001,-8.76239e-05,-8.76239e-05,0.00613778,
-5.29137,0.220292,0.00359526,-5.62517e-05,-5.62517e-05,0.00611695,
-4.99944,-8.11533,0.0036789,-0.000293782,-0.000293782,0.00621199,
-5.06473,-7.03813,0.00362893,-0.000273595,-0.000273595,0.00615726,
-5.3272,-5.99464,0.00425171,-0.00038301,-0.00038301,0.00511454,
-5.47957,-5.24858,0.00438897,-0.000445431,-0.000445431,0.00488613,
-5.67994,-5.0488,0.00508611,-0.000915293,-0.000915293,0.00505436,
-5.90739,-4.49818,0.00510631,-0.000955558,-0.000955558,0.00483539,
-6.136,-4.36583,0.00557577,-0.0014445,-0.0014445,0.00536724,
-6.42927,-3.85059,0.00534539,-0.00136905,-0.00136905,0.0051572,
-6.72767,-3.70511,0.00551831,-0.00174445,-0.00174445,0.00591749,
-6.89515,-3.39891,0.00513638,-0.00154225,-0.00154225,0.0056637,
-7.16015,-3.26893,0.00520338,-0.00183539,-0.00183539,0.00658877,
-7.30325,-3.07838,0.00479739,-0.00153698,-0.00153698,0.00620571,
-7.54075,-3.01843,0.00484666,-0.00178184,-0.00178184,0.00724902,
-7.56459,-3.08353,0.00448473,-0.00143407,-0.00143407,0.00668162,
-7.7528,-3.1192,0.00459888,-0.00172528,-0.00172528,0.0077832,
-7.79356,-3.21425,0.0042971,-0.00136559,-0.00136559,0.00701419,
-7.98903,-3.35087,0.0044684,-0.00171415,-0.00171415,0.00812553,
-8.05579,-3.46291,0.00421291,-0.00135452,-0.00135452,0.0071975,
-8.23466,-3.59759,0.00444409,-0.0017758,-0.0017758,0.00831941,
-8.29292,-3.90421,0.00421111,-0.00140543,-0.00140543,0.00727875,
-8.46318,-4.09223,0.00453052,-0.001925,-0.001925,0.00838298,
-8.53056,-4.4288,0.00429573,-0.00152483,-0.00152483,0.00726748,
-8.67529,-4.61648,0.00471024,-0.00213459,-0.00213459,0.00835496,
-8.71676,-4.91523,0.00444614,-0.00168175,-0.00168175,0.00719434,
-8.85999,-5.07302,0.00494441,-0.00235755,-0.00235755,0.00827155,
-8.96942,-5.33987,0.00462677,-0.00183791,-0.00183791,0.00709066,
-9.11895,-5.55209,0.00518419,-0.00256311,-0.00256311,0.00819732,
-9.21322,-5.78308,0.00479658,-0.00197054,-0.00197054,0.00700419,
-9.33932,-5.94573,0.00541168,-0.0027402,-0.0027402,0.00812924,
-9.47183,-6.05834,0.00495162,-0.00207961,-0.00207961,0.00692721,
-9.63594,-6.26236,0.00558117,-0.00287161,-0.00287161,0.00810149,
-9.73905,-6.50024,0.00505534,-0.00215357,-0.00215357,0.00689137,
-9.95134,-6.68127,0.00573583,-0.00298417,-0.00298417,0.00807682,
-10.1409,-6.85462,0.00515537,-0.00221811,-0.00221811,0.00685305,
-10.312,-7.0353,0.00585189,-0.0030785,-0.0030785,0.0080964,
-10.5382,-7.22044,0.00522205,-0.00226774,-0.00226774,0.00685125,
-10.7308,-7.37807,0.00593809,-0.00315677,-0.00315677,0.00813891,
-10.9811,-7.53532,0.00526882,-0.00230717,-0.00230717,0.00686557,
-11.1512,-7.69341,0.00598973,-0.00321845,-0.00321845,0.00820722,
-11.2962,-7.83679,0.00529065,-0.00233545,-0.00233545,0.00690025,
-11.4762,-7.98123,0.00602921,-0.00326734,-0.00326734,0.00826519,
-11.6594,-8.06365,0.00530985,-0.00235848,-0.00235848,0.00692618,
-11.8343,-8.19535,0.00604617,-0.00330315,-0.00330315,0.00833177,
-12.057,-8.2597,0.00531233,-0.00237316,-0.00237316,0.00696222,
-12.2828,-8.40134,0.00603916,-0.00332694,-0.00332694,0.00841309,
-12.498,-8.46512,0.00529775,-0.00238002,-0.00238002,0.00701105,
-12.6846,-8.5703,0.00601661,-0.00334384,-0.00334384,0.00850796,
-12.9814,-8.63908,0.00527335,-0.00238255,-0.00238255,0.00706883,
-13.2275,-8.75153,0.00597635,-0.00335165,-0.00335165,0.00861655,
-13.4598,-8.78428,0.00523678,-0.00237892,-0.00237892,0.00713681,
-13.6507,-8.85031,0.00592323,-0.00335118,-0.00335118,0.00873311,
-13.8853,-8.94868,0.00519249,-0.00237021,-0.00237021,0.00721004,
-14.1375,-9.05086,0.00587422,-0.00334904,-0.00334904,0.00883957,
-14.3722,-9.15794,0.00515459,-0.00236228,-0.00236228,0.00727393,
-14.5806,-9.25558,0.00583514,-0.00335024,-0.00335024,0.00893634,
-14.8908,-9.22642,0.00512478,-0.00235724,-0.00235724,0.00732982,
-15.1367,-9.32187,0.00577661,-0.00333789,-0.00333789,0.00904398,
-15.417,-9.42651,0.00507779,-0.00234147,-0.00234147,0.00739872,
-15.6333,-9.49008,0.00572761,-0.00332939,-0.00332939,0.00914437,
-15.9042,-9.55295,0.00504107,-0.00233012,-0.00233012,0.00745856,
-16.1351,-9.59234,0.00567988,-0.00331832,-0.00331832,0.00923764,
-16.403,-9.55583,0.00500531,-0.00231742,-0.00231742,0.00751459,
-16.5943,-9.59101,0.0056137,-0.00329256,-0.00329256,0.00934019,
-16.9037,-9.53937,0.00495431,-0.00229364,-0.00229364,0.00758156,
-17.1436,-9.62142,0.00553293,-0.00325426,-0.00325426,0.0094525,
-17.424,-9.61674,0.0048937,-0.00226158,-0.00226158,0.00765606,
-17.6621,-9.63697,0.00545934,-0.00321848,-0.00321848,0.00956116,
-17.9367,-9.57561,0.00484124,-0.00223307,-0.00223307,0.00772421,
-18.1584,-9.57244,0.00537833,-0.00317332,-0.00317332,0.00967194,
-18.363,-9.60434,0.00478255,-0.00219752,-0.00219752,0.00779603,
-18.5835,-9.61897,0.00531025,-0.00313392,-0.00313392,0.00976904,
-18.8544,-9.57972,0.0047357,-0.00216816,-0.00216816,0.00785571,
-19.0681,-9.56761,0.00524236,-0.00309127,-0.00309127,0.00986319,
-19.345,-9.40671,0.00468769,-0.00213578,-0.00213578,0.00791525,
-19.5575,-9.36471,0.00515537,-0.00302854,-0.00302854,0.00996849,
-19.8385,-9.19966,0.00462388,-0.0020877,-0.0020877,0.00798687,
-20.0657,-9.11364,0.00505302,-0.00294727,-0.00294727,0.0100856,
-20.2211,-9.26756,0.00454981,-0.00202692,-0.00202692,0.00806729,
-20.4432,-9.25877,0.00498591,-0.00289484,-0.00289484,0.0101785,
-20.6908,-9.12177,0.00450715,-0.00199214,-0.00199214,0.00812164,
-20.9193,-9.06897,0.00491611,-0.00283523,-0.00283523,0.0102681,
-21.1299,-8.974,0.00445857,-0.00194899,-0.00194899,0.00817883,
-21.3486,-8.9171,0.00484472,-0.00276974,-0.00276974,0.0103562,
-21.5492,-8.87299,0.00440844,-0.00190144,-0.00190144,0.00823621,
-21.7195,-8.77577,0.00477983,-0.00270727,-0.00270727,0.0104384,
-21.9386,-8.65649,0.00436394,-0.00185721,-0.00185721,0.00828828,
-22.1399,-8.5676,0.00470956,-0.00263421,-0.00263421,0.0105208,
-22.3987,-8.42415,0.00431447,-0.00180447,-0.00180447,0.00834294,
-22.5729,-8.34214,0.0046327,-0.00254874,-0.00254874,0.0106088,
-22.8558,-8.02324,0.0042601,-0.00174259,-0.00174259,0.00840212,
-23.0288,-7.91193,0.00453699,-0.00243199,-0.00243199,0.0107086,
-23.283,-7.68857,0.00419132,-0.00165703,-0.00165703,0.0084724,
-23.4782,-7.54357,0.00444058,-0.00230517,-0.00230517,0.0108129,
-23.654,-7.40018,0.00412433,-0.00156694,-0.00156694,0.00854297,
-23.8362,-7.24801,0.00435512,-0.00218431,-0.00218431,0.0109112,
-23.9989,-7.17316,0.00406683,-0.00148369,-0.00148369,0.00860626,
-24.1547,-7.01477,0.00428628,-0.00208032,-0.00208032,0.0109955,
-24.3426,-6.71222,0.00402182,-0.00141406,-0.00141406,0.00865814,
-24.4963,-6.5653,0.00421148,-0.00195531,-0.00195531,0.011075,
